DurationSecondsMainProcess,InsertSum
0.28224455611390287,0.0
0.006700167504187615,0.0011800113007407464
0.11725293132328307,0.002292202189453585
0.10887772194304857,0.005892831374465057
0.038525963149078746,0.037304779303237945
0.04606365159128978,0.03737918615904734
0.24120603015075381,0.037675296704323014
0.06532663316582915,0.03978651140223177
0.05611390284757117,0.041059371601370076
0.06867671691792293,0.04226037968652907
0.1080402010050251,0.04350737312463493
0.0711892797319933,0.044570385233113186
0.06700167504187604,0.0445848354915912
0.06365159128978226,0.04460351704122578
0.05443886097152428,0.04603696671510682
0.07788944723618091,0.04715159259212687
0.05192629815745392,0.04832393966737647
0.20016750418760465,0.0513066406721685
0.0695142378559464,0.07041934290842589
0.08626465661641541,0.07047015832014547
0.06448911222780568,0.07049706294504654
0.08291457286432158,0.0720191701440096
0.042713567839196,0.07319698596349
0.06700167504187604,0.07439739528103262
0.028475711892797295,0.07549745114605111
0.00167504187604689,0.07667247271665456
0.023450586264656625,0.07670061479462964
0.0,0.07672336796405643
0.0184254606365159,0.0782899037201632
0.007537688442211032,0.07949586161761846
0.043551088777219416,0.08067902642780633
0.006700167504187615,0.08179692556779639
0.023450586264656625,0.08280688686545346
0.043551088777219416,0.08280948152512502
0.04857621440536014,0.08280948152512502
0.029313232830820768,0.0828232930981454
0.017587939698492483,0.08282844249964727
0.021775544388609736,0.08389333074665717
0.18844221105527637,0.08482473373303057
0.1993299832495813,0.08577713350382243
0.18006700167504186,0.08581996534732217
0.19095477386934678,0.08588650838843481
0.17252931323283083,0.08588650838843481
0.1649916247906198,0.08697403005134818
0.1959798994974874,0.0879924539313186
0.18592964824120606,0.08899363330393384
0.17504187604690113,0.08995717015239224
0.16666666666666663,0.09002036009485281
0.17755443886097155,0.09002419220759816
0.1365159128978224,0.09138670787784586
0.17001675041876052,0.09250173293327668
0.16666666666666663,0.09360322584057479
0.03433835845896149,0.09473629376018278
0.07537688442211055,0.09589598687980394
0.04103852596314905,0.09596827809003505
0.05443886097152428,0.09597207028493959
0.056951423785594646,0.09741174714203216
0.08040201005025127,0.10492771777128307
0.07202680067001677,0.16765493261768616
0.07035175879396982,0.28441190342038003
0.11139028475711893,0.28569514225820414
0.07872696817420433,0.28572679710619586
0.08123953098827469,0.2857437222708221
0.0711892797319933,0.2875287283712662
0.08877721943048578,0.2888828213770418
0.0695142378559464,0.29022601681219706
0.11892797319932996,0.31425667690758874
0.12646566164154105,0.3155151666839311
0.12060301507537691,0.31558386528846327
0.13232830820770514,0.31558793690825526
0.12814070351758794,0.3177935972182053
0.09380234505862645,0.3195016417210097
0.12060301507537691,0.32097433063269176
0.11306532663316582,0.32227736871970114
0.1080402010050251,0.3235700680858655
0.08542713567839194,0.323594338133254
0.1222780569514238,0.3236181291665494
0.12311557788944721,0.3253176711691994
0.10385259631490784,0.3266287726601109
0.1080402010050251,0.3279587552898624
0.08877721943048578,0.32930354743866164
0.12981574539363483,0.330562077132845
0.11474036850921271,0.3305850298914772
0.12395309882747069,0.3305864669337568
0.1222780569514238,0.33370508818749234
0.3015075376884422,0.33527641408453124
0.33668341708542715,0.33661996878025646
0.26633165829145733,0.3380404052379393
0.20854271356783916,0.36641129227823277
0.20519262981574538,0.3664515693799022
0.19179229480737015,0.36645871467345903
0.1758793969849246,0.36758918793339546
0.24790619765494137,0.39926790679423596
0.20603015075376885,0.4012762931334726
0.2780569514237856,0.40344973974565534
0.2613065326633166,0.4049305718969216
0.20100502512562812,0.4049758786465696
0.20519262981574538,0.40497715601748485
0.3743718592964824,0.4068431953353606
0.23115577889447236,0.40833241023325795
0.33333333333333337,0.4097805895905047
0.23953098827470687,0.41120014785568326
0.21524288107202683,0.4125059801915696
0.2361809045226131,0.4125522449694039
0.2211055276381909,0.4125583523990921
0.23534338358458962,0.41484919738194836
0.24539363484087107,0.4162485971373717
0.2805695142378559,0.4175439310810489
0.24623115577889443,0.4050919996463278
0.20854271356783916,0.40629883573628756
0.24120603015075381,0.4063958760080002
0.2730318257956449,0.4066143064344965
0.24036850921273034,0.408516670987773
0.3752093802345059,0.4100432889027803
0.27973199329983245,0.41147258712118706
0.21943048576214408,0.4129164154337541
0.3232830820770519,0.41431625428542973
0.2102177554438861,0.4143869487820169
0.1993299832495813,0.4144002015052619
0.22864321608040206,0.41654119491263075
0.18676716917922953,0.4294778886096635
0.22948073701842542,0.44619424300903865
0.24371859296482412,0.45165687980997515
0.27973199329983245,0.4775627204088544
0.3467336683417085,0.4776862661270571
0.2621440536013401,0.47771333042332276
0.34589614740368513,0.4813229012047404
0.33082077051926295,0.48369110696364737
0.3149078726968174,0.4854647763972191
0.321608040201005,0.49817517585305926
0.3467336683417085,0.498220482602707
0.4371859296482412,0.4982735334135282
0.31658291457286436,0.49827520996285446
0.29731993299832493,0.498285109587447
0.3291457286432161,0.5006000649463274
0.35929648241206025,0.502404111856976
0.34505862646566166,0.5182937278493405
0.3894472361809045,0.5199741891239451
0.31909547738693467,0.5200226094651987
0.4011725293132329,0.5201341798310717
0.30569514237855944,0.522812068201228
0.37604690117252926,0.5246510831406799
0.36264656616415414,0.5265761609455417
0.30820770519262985,0.5284677476817214
0.371859296482412,0.5303031300976331
0.3433835845896147,0.5303814489018701
0.35427135678391963,0.5304297894074415
0.31993299832495814,0.5331262794915503
0.32495812395309887,0.5351382584364859
0.35092127303182574,0.5370668090935236
0.3291457286432161,0.5388987186572596
0.3726968174204355,0.5407881897478608
0.3257956448911222,0.5408373286102544
0.3844221105527639,0.5408796415218198
0.3517587939698492,0.5433237310966568
0.41038525963149075,0.5453019395480221
0.33668341708542715,0.5472543211561962
0.3601340033500837,0.5492461815092176
0.355108877721943,0.5512017964625209
0.39698492462311563,0.551371287615829
0.3601340033500837,0.5514925580170891
0.33919597989949746,0.5539038351265424
0.35343383584589616,0.5539230356081113
0.3182579564489112,0.5562072941471863
0.3266331658291457,0.5580958471274422
0.38107202680067,0.5598732289202364
0.3299832495812395,0.5599077977706284
0.483249581239531,0.5599094344021136
0.45309882747068675,0.562338874129267
0.3894472361809045,0.5642501403611087
0.31407035175879394,0.566115980089779
0.3500837520938024,0.566165318541378
0.3442211055276382,0.5680095228001727
0.3408710217755444,0.5680280047606017
0.3442211055276382,0.5680909152781743
0.3149078726968174,0.5704835906736754
0.3174204355108877,0.5724514604041959
0.3685092127303182,0.574325962304385
0.3894472361809045,0.5762201037823951
0.36264656616415414,0.5780817122199089
0.2948073701842546,0.5781461396154435
0.44137353433835846,0.5781623462589298
0.47319932998324954,0.580504565503281
0.525963149078727,0.5823190309704565
0.5217755443886097,0.5841916168142729
0.5527638190954773,0.5851819784519501
0.39949748743718594,0.588065204196722
0.5402010050251256,0.5881380941745697
0.5368509212730318,0.5881465966747239
0.5561139028475712,0.5906189879989006
0.5711892797319933,0.5925509715902728
0.5201005025125628,0.5944575275168646
0.5770519262981575,0.5962295204011103
0.47319932998324954,0.598184456751115
0.6055276381909548,0.598215792256378
0.5711892797319933,0.5982169897916108
0.567001675041876,0.6005806449166324
0.5887772194304858,0.6023217014740263
0.5896147403685092,0.6023741535172307
0.3601340033500837,0.6045556635333158
0.3659966499162479,0.6062370429182655
0.44388609715242877,0.6062559639749465
0.3944723618090452,0.6062739270034414
0.37688442211055273,0.6085213014573405
0.4639865996649917,0.6103765230402782
0.35343383584589616,0.6122111070993679
0.48743718592964824,0.6139638995020449
0.34505862646566166,0.6156782510237431
0.3609715242881072,0.6157207236066728
0.3777219430485762,0.6157696229620195
0.34757118927973196,0.6180017088827774
0.3944723618090452,0.6197992092674856
0.4036850921273032,0.6215967096521937
0.3944723618090452,0.6232648363138988
0.3944723618090452,0.6232727001285951
0.3584589614740369,0.6232760931450887
0.37353433835845895,0.6233073887325107
0.4028475711892797,0.6255936830814814
0.37939698492462315,0.6274148148281209
0.37102177554438864,0.6291679664913672
0.4120603015075377,0.6309577228149021
0.43551088777219427,0.6326935501351119
0.3777219430485762,0.6328459963702708
0.3752093802345059,0.6328886685424058
0.3894472361809045,0.6349632785800265
0.4112227805695142,0.6365892520015302
0.3576214405360134,0.6382823273139224
0.37018425460636517,0.6398622355467976
0.3609715242881072,0.6413753612315132
0.3685092127303182,0.6414224642840107
0.4028475711892797,0.6414395491200011
0.39028475711892796,0.6433229526987554
0.34757118927973196,0.644787418535171
0.37018425460636517,0.6353552717796229
0.40201005025125625,0.6360254524138416
0.37102177554438864,0.6374816951749906
0.33333333333333337,0.6375179804925502
0.3601340033500837,0.637535903603204
0.3467336683417085,0.639170818621114
0.48492462311557794,0.6404420022709258
0.3919597989949749,0.6417388131747237
0.3693467336683417,0.6429955864838988
0.3944723618090452,0.6442715602746425
0.3517587939698492,0.6442983451460202
0.364321608040201,0.6443189826698688
0.35594639865996647,0.6458012917812557
0.39363484087102174,0.6470066109932535
0.3634840871021775,0.6482421879288047
0.3869346733668342,0.649472894887742
0.3685092127303182,0.650637298312613
