DurationSecondsMainProcess,InsertSum
0.03125,0.0
0.03125,0.0
0.03125,0.0
0.03125,0.0
0.03125,0.0005909563303649612
0.0,0.0011367903793473855
0.0,0.0017634078675791975
0.03125,0.0023696475513156623
0.0,0.0023732864449755586
0.03125,0.00237983645356335
0.03125,0.002956964988020755
0.03125,0.0035333657437461863
0.03125,0.00413742209128673
0.03125,0.004665789450701702
0.03125,0.005174506784353328
0.03125,0.0051796012354771714
0.03125,0.00519197347392078
0.0,0.005802579830049087
0.0625,0.006363697232403015
0.03125,0.006868775672394772
0.0,0.007402237482933588
0.03125,0.007968449336411332
0.0,0.007987371583442732
0.0,0.007987371583442732
0.03125,0.008534661189889103
0.0,0.009084134132531396
0.0,0.009485140213850496
0.0,0.010116124374474178
0.03125,0.010626297265589751
0.03125,0.010631391716713567
0.03125,0.010638669504033332
0.03125,0.011186686889211678
0.03125,0.011715782027358651
0.03125,0.012276171650980605
0.1875,0.012784888984632203
0.03125,0.013195356189466989
0.0,0.013195356189466989
0.03125,0.013196811746930937
0.0625,0.024496304339599012
0.03125,0.03626303087819602
0.03125,0.03682560383801392
0.0625,0.03731758226083007
0.03125,0.03784231072658514
0.03125,0.037857594079956675
0.0625,0.037857594079956675
0.0625,0.03829717243407052
0.125,0.038821900899825595
0.0625,0.03932261266742551
0.0625,0.039761463242807354
0.0625,0.03976510213646725
0.0625,0.03976874103012715
0.0625,0.039773835481250935
0.0625,0.040356058466832184
0.03125,0.04090917030313437
0.125,0.1255032589931618
0.125,0.12607602085522732
0.125,0.12662549379786966
0.125,0.1266334993639214
0.09375,0.12664077715124114
0.09375,0.12722518347301834
0.09375,0.12778047864551642
0.125,0.1283343182605506
0.125,0.12890708012261617
0.09375,0.1294616475163823
0.125,0.12946528641004215
0.125,0.129471108639898
0.09375,0.13005333162547925
0.09375,0.13061663236402907
0.125,0.13116683308540336
0.125,0.13173304493888113
0.125,0.1323087179158746
0.09375,0.13232036237558623
0.125,0.1323465624099374
0.125,0.13297099656197328
0.125,0.13364200855285566
0.125,0.13421185929999332
0.125,0.1347737044810792
0.125,0.1353137163002058
0.125,0.13532244964498955
0.125,0.13533191076850523
0.125,0.13591922820521032
0.125,0.13650800119937936
0.09375,0.13709167974242456
0.125,0.1376433360212628
0.125,0.13816442559335798
0.125,0.13817243115940972
0.125,0.13817461449560567
0.125,0.13880268754130146
0.15625,0.13937253828843907
0.125,0.1399271056822052
0.125,0.14049913976553882
0.15625,0.141050796044377
0.09375,0.1410646238402846
0.09375,0.14107262940633633
0.1875,0.14164102459601
0.09375,0.14219268087484824
0.125,0.14280110389478065
0.15625,0.14336440463333053
0.125,0.1439298887080763
0.15625,0.14394444428271583
0.15625,0.14395099429130362
0.15625,0.14455941731123603
0.21875,0.14455941731123603
0.125,0.14455941731123603
0.125,0.14455941731123603
0.15625,0.14455941731123603
0.125,0.14455941731123603
0.15625,0.14455941731123603
0.1875,0.1475149267417928
0.15625,0.1480956941699101
0.125,0.14865390045733615
0.15625,0.1492361234429174
0.15625,0.14980160751766317
0.15625,0.149806701968787
0.125,0.14981543531357075
0.15625,0.15041294165252347
0.15625,0.15096314237389777
0.15625,0.1515308097848395
0.15625,0.15208028272748178
0.125,0.15262247788280434
0.09375,0.15263339456378397
0.09375,0.15264576680222755
0.125,0.15323381201766464
0.125,0.1538364128077412
0.1875,0.1669247855236077
0.21875,0.19743181441060112
0.15625,0.198025681855894
0.1875,0.19803732631560558
0.21875,0.19804678743912132
0.1875,0.1987207105449316
0.1875,0.19940118365932966
0.1875,0.20007583454387193
0.1875,0.19583070120025267
0.1875,0.19646459647580425
0.15625,0.19647842427171183
0.1875,0.19648861317395946
0.15625,0.19722876414437965
0.15625,0.19792088171848934
0.1875,0.1985773381347322
0.1875,0.19921851119760356
0.1875,0.19985822870301098
0.1875,0.1999055343205894
0.15625,0.19991426766537315
0.15625,0.20055907962190436
0.15625,0.2011958860123839
0.1875,0.2018370590752552
0.15625,0.2024221931757644
0.1875,0.2024272876268882
0.1875,0.20243310985674404
0.15625,0.20243383763547598
0.1875,0.20244912098884751
0.1875,0.20308956627298688
0.21875,0.203769311608653
0.15625,0.20440830133532842
0.1875,0.2050079910104771
